payment_id,invoice_id,payment_amount,payment_date
20302b47-fe9,INV0009961,26378,2026-03-18 07:53:42.838248
6faebe54-68d,INV0009962,87037,2026-03-12 07:53:42.838248
c99fd6f4-bba,INV0009963,126569,2026-07-09 07:53:42.838248
4b7ba18e-78f,INV0009964,128324,2025-01-31 07:53:42.838248
300d328a-fb5,INV0009965,29693,2025-08-30 07:53:42.838248
7a093bbc-668,INV0009966,140466,2024-10-04 07:53:42.838248
31bb6c89-5fa,INV0009967,18197,2025-07-13 07:53:42.838248
d77eac78-858,INV0009968,66953,2025-12-23 07:53:42.838248
f8c49ee6-595,INV0009969,145241,2026-07-02 07:53:42.838248
159ab0fe-2fb,INV0009970,61609,2024-10-26 07:53:42.838248
8e439ce8-0e0,INV0009971,148520,2025-09-05 07:53:42.838248
744c5ec4-19e,INV0009972,45520,2026-01-13 07:53:42.838248
0bc55356-1e0,INV0009973,130722,2025-02-07 07:53:42.838248
ebf6ab42-080,INV0009974,138448,2025-05-10 07:53:42.838248
af1ac815-8c2,INV0009975,91952,2025-06-02 07:53:42.838248
863ebf07-26f,INV0009976,19003,2026-05-30 07:53:42.838248
fab1e769-19d,INV0009977,30159,2026-01-08 07:53:42.838248
43c518e1-07c,INV0009978,41202,2025-01-18 07:53:42.838248
16129458-30e,INV0009979,129982,2025-01-14 07:53:42.838248
599e53b5-923,INV0009980,5319,2024-09-25 07:53:42.838248
927ee8c6-4f7,INV0009981,51565,2026-02-11 07:53:42.838248
e71519a9-fc2,INV0009982,61033,2026-04-12 07:53:42.838248
0471480e-fd9,INV0009983,82213,2026-02-19 07:53:42.838248
96b7ceae-f0e,INV0009984,38413,2026-05-07 07:53:42.838248
a372e72e-ad9,INV0009985,64936,2024-12-28 07:53:42.838248
3430b204-7e5,INV0009986,45760,2024-10-11 07:53:42.838248
8544ad4b-5a9,INV0009987,71050,2024-10-22 07:53:42.838248
8396b11b-2cf,INV0009988,77725,2025-05-24 07:53:42.838248
a2130447-eae,INV0009989,132736,2025-05-13 07:53:42.838248
6bd5624e-0a9,INV0009990,60423,2024-12-30 07:53:42.838248
8cc01978-761,INV0009991,142599,2024-11-20 07:53:42.838248
df1e781d-a16,INV0009992,22311,2025-09-25 07:53:42.838248
fb7f75a3-3ca,INV0009993,99346,2026-03-29 07:53:42.838248
bfccf1a5-d37,INV0009994,56454,2026-07-12 07:53:42.838248
df2ceee3-866,INV0009995,7675,2026-06-06 07:53:42.838248
e7578bf1-da5,INV0009996,38169,2026-05-17 07:53:42.838248
daa145a4-7b3,INV0009997,8419,2024-12-23 07:53:42.838248
92a8655b-7a9,INV0009998,14467,2026-05-25 07:53:42.838248
4f5f4521-605,INV0009999,59488,2024-09-26 07:53:42.838248
16ea7984-8a7,INV0010000,77613,2026-06-30 07:53:42.838248
ebaff5d6-64d,INV0010001,44129,2025-03-18 07:53:42.838248
2cbded53-c6d,INV0010002,39393,2024-12-18 07:53:42.838248
e9528035-372,INV0010003,120056,2025-12-28 07:53:42.838248
71b9501e-07e,INV0010004,99155,2024-12-03 07:53:42.838248
e212be47-09f,INV0010005,32062,2025-04-02 07:53:42.838248
29cb7061-4e6,INV0010006,102761,2025-02-14 07:53:42.838248
9f34b665-a39,INV0010007,15860,2024-12-03 07:53:42.838248
85b672a2-e55,INV0010008,136947,2024-11-16 07:53:42.838248
608e973d-2d0,INV0010009,114557,2025-06-22 07:53:42.838248
530c12e6-116,INV0010010,17329,2025-10-09 07:53:42.838248
436b7826-002,INV0010011,71444,2025-08-26 07:53:42.838248
d0549c38-bc0,INV0010012,56653,2024-07-20 07:53:42.838248
6a78caaa-514,INV0010013,20057,2025-07-20 07:53:42.838248
2b15ccd3-441,INV0010014,65505,2025-10-21 07:53:42.838248
78d4b757-7c0,INV0010015,124778,2025-11-01 07:53:42.838248
aa8f77e1-6a3,INV0010016,98286,2025-09-16 07:53:42.838248
ddefb397-6e5,INV0010017,30153,2026-04-30 07:53:42.838248
bb45faa8-acf,INV0010018,145841,2025-03-09 07:53:42.838248
c182a0db-185,INV0010019,39608,2024-10-10 07:53:42.838248
155eff3e-129,INV0010020,11007,2026-06-17 07:53:42.838248
0ae4375f-887,INV0010021,47440,2026-04-14 07:53:42.838248
3fe71e80-a6c,INV0010022,28503,2025-10-09 07:53:42.838248
6664777b-e79,INV0010023,24405,2025-11-04 07:53:42.838248
1c9d4d5a-b87,INV0010024,83259,2025-08-25 07:53:42.838248
da80032c-66e,INV0010025,15715,2025-01-06 07:53:42.838248
cd84c361-6d6,INV0010026,144168,2025-03-28 07:53:42.838248
56fe9022-362,INV0010027,36282,2024-08-17 07:53:42.838248
e919d558-ac2,INV0010028,74119,2025-03-26 07:53:42.838248
49e18787-cce,INV0010029,146875,2025-05-06 07:53:42.838248
e0829c06-8e9,INV0010030,22532,2026-04-09 07:53:42.838248
551244be-635,INV0010031,106475,2025-09-13 07:53:42.838248
331caf2a-262,INV0010032,47520,2025-01-05 07:53:42.838248
23bf8fe3-a03,INV0010033,26275,2025-02-21 07:53:42.838248
d1971906-ad8,INV0010034,36068,2025-10-15 07:53:42.838248
7530cb2c-571,INV0010035,132624,2024-08-20 07:53:42.838248
2d9b371f-b36,INV0010036,136357,2024-09-29 07:53:42.838248
51311a6d-4fd,INV0010037,101178,2025-09-06 07:53:42.838248
4cff9d97-185,INV0010038,101619,2025-09-23 07:53:42.838248
7e9f0b20-69d,INV0010039,108089,2025-11-22 07:53:42.838248
7fcbc8a4-5b4,INV0010040,15637,2025-09-07 07:53:42.838248
1f6cc308-d92,INV0010041,66307,2026-08-08 07:53:42.838248
9f89c8c2-431,INV0010042,108285,2025-01-01 07:53:42.838248
41246655-72c,INV0010043,27049,2026-03-26 07:53:42.838248
d4a51bc9-672,INV0010044,139255,2025-08-20 07:53:42.838248
5688fd7e-608,INV0010045,99909,2025-08-15 07:53:42.838248
fb17a5bc-2b3,INV0010046,20845,2025-06-09 07:53:42.838248
4e332c1a-e75,INV0010047,80219,2025-04-12 07:53:42.838248
db28d919-adf,INV0010048,83775,2026-06-05 07:53:42.838248
0bda7b67-d81,INV0010049,14483,2025-10-12 07:53:42.838248
2686da13-1f5,INV0010050,118111,2025-08-28 07:53:42.838248
f2381187-a5d,INV0010051,56471,2026-07-15 07:53:42.838248
bf6f7855-e59,INV0010052,85260,2026-04-07 07:53:42.838248
868cf612-5e6,INV0010053,54431,2025-03-15 07:53:42.838248
5b5d0835-20a,INV0010054,114270,2025-07-22 07:53:42.838248
b4865f7c-fce,INV0010055,7237,2025-06-12 07:53:42.838248
850b3207-bc2,INV0010056,103809,2025-01-09 07:53:42.838248
1487ad23-cd6,INV0010057,123912,2025-02-27 07:53:42.838248
7c36ae99-3f6,INV0010058,38941,2025-01-13 07:53:42.838248
ca35cca8-53a,INV0010059,106014,2024-12-10 07:53:42.838248
8d75bb6c-84a,INV0010060,118728,2024-11-28 07:53:42.838248
f4703c16-4bf,INV0010061,28189,2025-06-17 07:53:42.838248
ef713c9a-a07,INV0010062,43497,2025-04-19 07:53:42.838248
5192e78a-368,INV0010063,61739,2025-10-02 07:53:42.838248
20145cd7-23f,INV0010064,41030,2025-07-19 07:53:42.838248
7b4d188f-1c0,INV0010065,89033,2025-04-16 07:53:42.838248
3e4eb767-0fd,INV0010066,44663,2024-11-13 07:53:42.838248
0c5632b9-43d,INV0010067,139922,2026-01-22 07:53:42.838248
e2e80b86-05b,INV0010068,15299,2026-01-18 07:53:42.838248
4456bed8-ce5,INV0010069,134234,2026-03-21 07:53:42.838248
0e16d273-17e,INV0010070,30712,2026-04-23 07:53:42.838248
d5886518-775,INV0010071,111840,2024-12-13 07:53:42.838248
e20f8ab6-086,INV0010072,67941,2025-07-03 07:53:42.838248
156c3a96-ce5,INV0010073,27186,2026-06-04 07:53:42.838248
e82f7dcd-946,INV0010074,104684,2025-05-08 07:53:42.838248
a27ab972-3c2,INV0010075,62829,2025-02-27 07:53:42.838248
84a9a50c-7d8,INV0010076,93823,2025-03-16 07:53:42.838248
fe37dc6c-a95,INV0010077,40121,2025-05-17 07:53:42.838248
ff50f1c8-698,INV0010078,125830,2025-02-24 07:53:42.838248
c34f67b6-c38,INV0010079,100848,2026-06-21 07:53:42.838248
f675201e-9d7,INV0010080,20100,2025-08-17 07:53:42.838248
e030af8a-f6c,INV0010081,144363,2025-04-05 07:53:42.838248
0d6752c8-af0,INV0010082,63959,2025-04-12 07:53:42.838248
ca6b4e07-a98,INV0010083,73351,2025-03-03 07:53:42.838248
78c530d4-c30,INV0010084,14105,2026-06-23 07:53:42.838248
d0083a5f-ced,INV0010085,68146,2024-10-09 07:53:42.838248
69b45cfe-9b4,INV0010086,25626,2026-07-22 07:53:42.838248
89d3994f-8bb,INV0010087,100903,2026-07-02 07:53:42.838248
ef39f44b-544,INV0010088,143674,2026-01-09 07:53:42.838248
92cc48fc-245,INV0010089,111343,2024-08-22 07:53:42.838248
7be5a902-b0b,INV0010090,103005,2025-04-25 07:53:42.838248
3faa7133-893,INV0010091,101939,2025-11-21 07:53:42.838248
49fd68a3-f47,INV0010092,107342,2026-07-04 07:53:42.838248
ddc42810-27a,INV0010093,75402,2025-12-11 07:53:42.838248
42888f65-a16,INV0010094,91723,2025-11-07 07:53:42.838248
7a34a7a6-f61,INV0010095,110218,2026-03-28 07:53:42.838248
2df98c75-18d,INV0010096,75320,2026-05-24 07:53:42.838248
777ff8ab-981,INV0010097,92950,2025-03-10 07:53:42.838248
042bd304-5dc,INV0010098,99500,2025-04-07 07:53:42.838248
a1a98e69-faf,INV0010099,119448,2025-09-01 07:53:42.838248
fa636c80-e36,INV0010100,128781,2025-04-28 07:53:42.838248
97133b35-746,INV0010101,108029,2025-09-12 07:53:42.838248
9e35f07a-a20,INV0010102,136803,2025-09-13 07:53:42.838248
db8735e0-745,INV0010103,21667,2025-10-05 07:53:42.838248
d2f8cfec-810,INV0010104,59688,2025-05-18 07:53:42.838248
bcf0f991-1dc,INV0010105,38154,2024-10-10 07:53:42.838248
3201bd74-dbb,INV0010106,51421,2025-08-06 07:53:42.838248
b984a719-8e5,INV0010107,79855,2025-07-31 07:53:42.838248
a8cbeaf9-14b,INV0010108,10800,2026-01-29 07:53:42.838248
187c22d2-329,INV0010109,7076,2026-03-28 07:53:42.838248
795e3737-dd7,INV0010110,92042,2026-04-20 07:53:42.838248
92a6a79f-071,INV0010111,85307,2026-01-13 07:53:42.838248
a0f1cc81-b3d,INV0010112,27947,2025-07-09 07:53:42.838248
69744bfb-56c,INV0010113,53592,2025-09-14 07:53:42.838248
7382523b-aa2,INV0010114,42380,2025-07-17 07:53:42.838248
48689dc3-e1e,INV0010115,102311,2026-03-03 07:53:42.838248
54bf963f-7f2,INV0010116,104952,2025-09-30 07:53:42.838248
6b2db5a7-02a,INV0010117,84190,2025-10-15 07:53:42.838248
eb994070-f96,INV0010118,52637,2024-12-07 07:53:42.838248
47018030-826,INV0010119,67791,2024-08-08 07:53:42.838248
1d195a2d-f81,INV0010120,123803,2025-04-25 07:53:42.838248
1affd523-1fa,INV0010121,40837,2025-03-19 07:53:42.838248
c41ebf2e-a90,INV0010122,101453,2026-03-31 07:53:42.838248
cd1fff19-626,INV0010123,36106,2025-05-12 07:53:42.838248
ffe365a2-c52,INV0010124,52603,2025-09-05 07:53:42.838248
b2019345-a35,INV0010125,37123,2025-05-28 07:53:42.838248
29fc63cd-cf9,INV0010126,18799,2026-06-11 07:53:42.838248
0d54fb1e-ff9,INV0010127,74408,2026-05-25 07:53:42.838248
1e847213-ec4,INV0010128,147727,2026-03-29 07:53:42.838248
5a9a4d17-680,INV0010129,56226,2025-04-24 07:53:42.838248
3f635f4f-78c,INV0010130,46264,2025-10-07 07:53:42.838248
e8c23cbf-9b7,INV0010131,35498,2025-06-18 07:53:42.838248
8e5298c4-70f,INV0010132,88030,2025-06-21 07:53:42.838248
bed236cb-6c7,INV0010133,60965,2024-09-19 07:53:42.838248
e9830baf-0dd,INV0010134,123700,2026-02-20 07:53:42.838248
f7ca9439-f75,INV0010135,113173,2025-02-22 07:53:42.838248
594742d4-7cf,INV0010136,125035,2025-03-29 07:53:42.838248
cbb89e72-887,INV0010137,32328,2026-06-13 07:53:42.838248
5b99ce32-95b,INV0010138,9737,2024-09-14 07:53:42.838248
fdb36157-680,INV0010139,145026,2026-05-09 07:53:42.838248
4ba194d0-fdd,INV0010140,36976,2025-12-07 07:53:42.838248
bacf0491-2a2,INV0010141,144153,2025-08-05 07:53:42.838248
f35dfba5-9aa,INV0010142,48781,2025-01-12 07:53:42.838248
e333f16a-f87,INV0010143,36522,2024-10-17 07:53:42.838248
404c7da2-8c5,INV0010144,101563,2026-02-10 07:53:42.838248
0b9172ef-914,INV0010145,122082,2024-10-21 07:53:42.838248
3b25c5e7-3c5,INV0010146,78623,2025-07-07 07:53:42.838248
abd271e4-2b8,INV0010147,46004,2025-02-20 07:53:42.838248
55668e9b-fdc,INV0010148,100092,2026-06-10 07:53:42.838248
a3adff39-9bd,INV0010149,78232,2025-02-15 07:53:42.838248
ecd13291-485,INV0010150,118494,2026-01-11 07:53:42.838248
b08a9764-24b,INV0010151,125757,2025-04-08 07:53:42.838248
177b744c-6aa,INV0010152,75007,2026-07-10 07:53:42.838248
25672bce-3fb,INV0010153,135562,2024-09-28 07:53:42.838248
5c407b49-d41,INV0010154,34472,2025-12-06 07:53:42.838248
8de258e7-3e6,INV0010155,55854,2026-05-08 07:53:42.838248
d07debb5-e20,INV0010156,47886,2026-05-27 07:53:42.838248
98d7e534-b81,INV0010157,11636,2026-07-04 07:53:42.838248
d9afea24-d37,INV0010158,143683,2025-10-11 07:53:42.838248
78733675-85b,INV0010159,94505,2025-01-14 07:53:42.838248
eae56b5c-86d,INV0010160,63343,2025-11-08 07:53:42.838248
0277390f-3b3,INV0010161,126320,2025-11-04 07:53:42.838248
5ee3ec04-d94,INV0010162,39617,2026-02-24 07:53:42.838248
c6c266a0-331,INV0010163,117715,2025-09-16 07:53:42.838248
88f84d7d-d1a,INV0010164,89912,2025-09-18 07:53:42.838248
7662a8bb-c3f,INV0010165,54361,2025-01-31 07:53:42.838248
877afe7d-4e7,INV0010166,127691,2024-08-20 07:53:42.838248
770ab942-70d,INV0010167,34222,2025-04-27 07:53:42.838248
f84662bc-db2,INV0010168,21238,2026-06-10 07:53:42.838248
7a6d8c2b-2f6,INV0010169,17226,2026-05-24 07:53:42.838248
c3a581c8-af8,INV0010170,98614,2025-01-21 07:53:42.838248
1f370f23-3d8,INV0010171,120167,2026-01-31 07:53:42.838248
52513bdc-1b6,INV0010172,21484,2024-09-13 07:53:42.838248
1ad3fd0e-f6d,INV0010173,101334,2025-07-14 07:53:42.838248
7266ad09-78a,INV0010174,141090,2026-06-26 07:53:42.838248
97220154-1c9,INV0010175,16961,2024-09-07 07:53:42.838248
4cc20ee9-749,INV0010176,11636,2024-12-21 07:53:42.838248
f70d0493-b91,INV0010177,131837,2026-06-17 07:53:42.838248
90d89702-3b9,INV0010178,51709,2024-12-20 07:53:42.838248
78115cd4-5fd,INV0010179,22226,2025-06-11 07:53:42.838248
0a97968a-185,INV0010180,53839,2025-06-14 07:53:42.838248
01767fae-970,INV0010181,126402,2026-06-14 07:53:42.838248
c6fb0654-8ff,INV0010182,56083,2024-11-16 07:53:42.838248
a54695a9-dc9,INV0010183,116521,2024-08-27 07:53:42.838248
4a86c48f-ff3,INV0010184,83937,2025-03-09 07:53:42.838248
33c4abad-eba,INV0010185,37353,2025-02-28 07:53:42.838248
d1938b6d-e03,INV0010186,109332,2026-02-01 07:53:42.838248
d6689abf-009,INV0010187,27765,2025-12-19 07:53:42.838248
ee9446f0-c14,INV0010188,48117,2024-08-17 07:53:42.838248
4b0113e7-bd2,INV0010189,57024,2024-12-01 07:53:42.838248
b6e9e846-f0c,INV0010190,56934,2025-08-25 07:53:42.838248
2f8804d0-0b2,INV0010191,95665,2025-07-11 07:53:42.838248
7cf380e7-a19,INV0010192,45415,2026-01-03 07:53:42.838248
191a8475-b2c,INV0010193,107436,2025-01-18 07:53:42.838248
0ae31bed-52c,INV0010194,12022,2026-04-21 07:53:42.838248
190c5ee2-313,INV0010195,53886,2026-03-14 07:53:42.838248
8311fe1d-163,INV0010196,132045,2025-04-22 07:53:42.838248
5004988e-a7d,INV0010197,95169,2024-12-25 07:53:42.838248
ce426299-72a,INV0010198,102918,2026-04-16 07:53:42.838248
c37213d9-cfd,INV0010199,97339,2026-06-16 07:53:42.838248
04b1995c-5f5,INV0010200,60891,2025-03-10 07:53:42.838248
5676a551-6f0,INV0010201,43891,2025-02-05 07:53:42.838248
a0505bd3-5da,INV0010202,44525,2026-05-05 07:53:42.838248
dd7e4d94-21c,INV0010203,121049,2025-03-04 07:53:42.838248
30aece35-5d8,INV0010204,54834,2026-01-12 07:53:42.838248
d88cfeda-2f3,INV0010205,50693,2024-08-04 07:53:42.838248
c4ea08d1-69b,INV0010206,80321,2025-08-16 07:53:42.838248
e1a8f2b7-fbd,INV0010207,129172,2026-07-06 07:53:42.838248
9cf3579d-dfd,INV0010208,63211,2025-07-23 07:53:42.838248
9f3aa8ec-312,INV0010209,64113,2024-11-26 07:53:42.838248
a6610ae4-f82,INV0010210,64411,2025-10-23 07:53:42.838248
cad96bb6-a81,INV0010211,116888,2024-11-14 07:53:42.838248
1c20bf31-5d6,INV0010212,137979,2025-07-12 07:53:42.838248
382f7f53-a84,INV0010213,14111,2025-11-06 07:53:42.838248
8fd14359-25c,INV0010214,109096,2024-10-14 07:53:42.838248
98d0fb32-209,INV0010215,17833,2026-02-15 07:53:42.838248
237a5663-d26,INV0010216,125354,2024-10-03 07:53:42.838248
e63e7042-5f0,INV0010217,139073,2025-01-30 07:53:42.838248
8fc35f45-371,INV0010218,106997,2026-04-10 07:53:42.838248
00bb4010-e97,INV0010219,135504,2024-12-07 07:53:42.838248
91b71928-a13,INV0010220,137557,2024-12-23 07:53:42.838248
1c4dddc8-d7c,INV0010221,57403,2025-08-13 07:53:42.838248
3996c192-574,INV0010222,15112,2024-10-30 07:53:42.838248
875aaed7-e9e,INV0010223,8711,2025-12-31 07:53:42.838248
aafcbe50-c5e,INV0010224,37684,2025-01-27 07:53:42.838248
5c80f31f-7fe,INV0010225,108920,2024-11-13 07:53:42.838248
44b66c17-2c3,INV0010226,97856,2026-05-19 07:53:42.838248
81ad8673-b03,INV0010227,63264,2026-03-11 07:53:42.838248
f9832c1c-5d1,INV0010228,52942,2026-08-10 07:53:42.838248
bfe68ed3-39c,INV0010229,28498,2026-01-07 07:53:42.838248
b3ee4ede-7bb,INV0010230,118964,2026-08-04 07:53:42.838248
b3575e4b-c8c,INV0010231,73718,2026-01-20 07:53:42.838248
49ab9b8e-911,INV0010232,72704,2025-09-22 07:53:42.838248
dd568e53-144,INV0010233,130429,2025-02-16 07:53:42.838248
fe704a7a-0e9,INV0010234,90016,2025-10-14 07:53:42.838248
76779390-def,INV0010235,73853,2024-12-14 07:53:42.838248
28d3815b-654,INV0010236,43049,2025-02-14 07:53:42.838248
fbc0f308-f24,INV0010237,61804,2026-07-21 07:53:42.838248
ff14c24e-48e,INV0010238,45046,2024-12-08 07:53:42.838248
d4ad5fc5-fd7,INV0010239,47306,2026-07-11 07:53:42.838248
b128d99f-9f0,INV0010240,138263,2024-09-02 07:53:42.838248
4a79cc8b-6e9,INV0010241,32821,2026-04-22 07:53:42.838248
5f46c6ed-c06,INV0010242,81555,2025-04-24 07:53:42.838248
820d3e60-d11,INV0010243,45361,2025-07-29 07:53:42.838248
02f5c878-f87,INV0010244,45444,2026-05-26 07:53:42.838248
ba18dda3-de2,INV0010245,53269,2025-01-27 07:53:42.838248
a4dcdc3e-ae2,INV0010246,97730,2025-09-07 07:53:42.838248
72d32dbe-d11,INV0010247,19984,2025-09-08 07:53:42.838248
dff491fc-62c,INV0010248,52982,2026-04-27 07:53:42.838248
61b5e899-509,INV0010249,93482,2025-03-13 07:53:42.838248
af741e11-3b8,INV0010250,102410,2026-06-21 07:53:42.838248
ed39f858-9a8,INV0010251,17926,2025-08-15 07:53:42.838248
f1715c20-bc8,INV0010252,68502,2026-05-06 07:53:42.838248
d34e78ba-658,INV0010253,130511,2025-04-08 07:53:42.838248
96c2bf19-47e,INV0010254,22476,2026-05-23 07:53:42.838248
e3bf04ce-ea7,INV0010255,35078,2026-01-09 07:53:42.838248
7db6f9f2-054,INV0010256,19528,2025-05-10 07:53:42.838248
4b9e14a8-6e0,INV0010257,109023,2026-06-29 07:53:42.838248
6440f950-f23,INV0010258,133916,2025-04-29 07:53:42.838248
cc37ff40-529,INV0010259,32404,2025-04-12 07:53:42.838248
2cec29bc-137,INV0010260,6654,2025-12-01 07:53:42.838248
31624af9-855,INV0010261,87642,2025-03-17 07:53:42.838248
0509e398-0d0,INV0010262,84925,2024-12-06 07:53:42.838248
447e8730-0b9,INV0010263,89923,2025-01-16 07:53:42.838248
19f4e925-908,INV0010264,8552,2026-06-19 07:53:42.838248
6839f5ff-687,INV0010265,23805,2025-03-11 07:53:42.838248
b10d9f56-171,INV0010266,106021,2025-02-09 07:53:42.838248
569b43ad-0ad,INV0010267,110196,2026-06-20 07:53:42.838248
42b7240f-392,INV0010268,20029,2026-01-14 07:53:42.838248
4ca9078e-9df,INV0010269,80189,2026-06-16 07:53:42.838248
24a12d9e-718,INV0010270,109673,2025-04-11 07:53:42.838248
5421f84b-43e,INV0010271,129132,2026-05-20 07:53:42.838248
4f4f55f9-572,INV0010272,100780,2025-09-14 07:53:42.838248
1f320437-0d5,INV0010273,21582,2025-06-24 07:53:42.838248
383f913a-d89,INV0010274,77574,2025-11-29 07:53:42.838248
e6c473eb-e8c,INV0010275,16805,2025-08-19 07:53:42.838248
affd9130-b47,INV0010276,88472,2025-04-13 07:53:42.838248
686f3b3c-2a4,INV0010277,24063,2025-01-10 07:53:42.838248
eef87c9e-3ff,INV0010278,22640,2025-08-04 07:53:42.838248
b5d3acbc-3c7,INV0010279,27669,2025-09-28 07:53:42.838248
339e71c7-f47,INV0010280,75167,2024-10-02 07:53:42.838248
c52907b8-be6,INV0010281,25314,2026-02-26 07:53:42.838248
0a6aabfc-8c8,INV0010282,94711,2025-07-02 07:53:42.838248
1bc05adb-bbe,INV0010283,117267,2025-05-22 07:53:42.838248
e65e5b61-1b1,INV0010284,9432,2026-03-11 07:53:42.838248
c5c841ca-0fe,INV0010285,28940,2026-02-24 07:53:42.838248
0362ed2f-8e3,INV0010286,103559,2026-04-01 07:53:42.838248
87c1d599-bcf,INV0010287,60448,2026-04-16 07:53:42.838248
b5fb0e65-c5d,INV0010288,89158,2025-10-29 07:53:42.838248
e404a7c7-128,INV0010289,148424,2026-01-02 07:53:42.838248
595e7aea-9e7,INV0010290,98782,2025-01-19 07:53:42.838248
101466c4-a75,INV0010291,20780,2025-12-07 07:53:42.838248
6ec1738b-33f,INV0010292,5138,2024-12-08 07:53:42.838248
3aa654bf-d51,INV0010293,9760,2025-04-26 07:53:42.838248
8785a997-dd0,INV0010294,49230,2025-10-09 07:53:42.838248
111596ca-d70,INV0010295,46496,2026-06-08 07:53:42.838248
ad9e71f2-b05,INV0010296,8908,2024-10-13 07:53:42.838248
8181a9af-f08,INV0010297,135057,2024-10-26 07:53:42.838248
dc3dd651-e23,INV0010298,40639,2026-06-14 07:53:42.838248
872e6909-8d1,INV0010299,28541,2024-12-29 07:53:42.838248
87b6402e-1c1,INV0010300,85604,2024-10-08 07:53:42.838248
af68ec63-22e,INV0010301,57896,2026-03-13 07:53:42.838248
8394b517-2e6,INV0010302,68871,2025-09-30 07:53:42.838248
de6b5a33-d4a,INV0010303,110783,2025-11-04 07:53:42.838248
b49ef44e-4c2,INV0010304,144455,2026-02-27 07:53:42.838248
d0b16fe6-5bf,INV0010305,123988,2025-10-03 07:53:42.838248
4857a92e-f0f,INV0010306,14525,2026-03-17 07:53:42.838248
8a230450-2c4,INV0010307,142158,2025-12-09 07:53:42.838248
a5512d1b-dc6,INV0010308,61523,2024-09-28 07:53:42.838248
a8ffe080-16b,INV0010309,48246,2025-10-11 07:53:42.838248
e795ead4-81f,INV0010310,133594,2025-12-19 07:53:42.838248
65140f54-acc,INV0010311,65640,2024-10-07 07:53:42.838248
f7b56663-c65,INV0010312,53594,2024-12-21 07:53:42.838248
604f20aa-907,INV0010313,119779,2026-05-20 07:53:42.838248
afdb4454-fea,INV0010314,107079,2026-07-12 07:53:42.838248
4d4c8bcf-347,INV0010315,12423,2025-11-27 07:53:42.838248
2c489f5d-7ee,INV0010316,93897,2026-07-11 07:53:42.838248
0f10f546-bbb,INV0010317,144045,2026-02-10 07:53:42.838248
5ebfe91d-1e0,INV0010318,129558,2026-05-30 07:53:42.838248
588ede3b-386,INV0010319,147788,2025-10-04 07:53:42.838248
c83ade3f-1dd,INV0010320,97383,2025-04-12 07:53:42.838248
98ae131e-9a3,INV0010321,59527,2026-05-20 07:53:42.838248
8cc5df54-dc5,INV0010322,85941,2025-02-06 07:53:42.838248
6de103e9-aa8,INV0010323,35222,2026-03-24 07:53:42.838248
e6655f19-bf0,INV0010324,29037,2026-05-24 07:53:42.838248
53f4e67d-ba9,INV0010325,105199,2025-07-10 07:53:42.838248
d35a5143-7ad,INV0010326,85941,2025-02-05 07:53:42.838248
cb2a9679-b0c,INV0010327,13094,2026-01-13 07:53:42.838248
5b79e82f-0d0,INV0010328,92784,2025-01-21 07:53:42.838248
a57261e1-827,INV0010329,66125,2024-12-03 07:53:42.838248
0543e87d-0b9,INV0010330,42940,2024-09-20 07:53:42.838248
2f925b82-928,INV0010331,46560,2024-12-18 07:53:42.838248
7d1aae3c-a80,INV0010332,23154,2025-08-15 07:53:42.838248
df1c2bc3-8ce,INV0010333,11165,2025-07-21 07:53:42.838248
34c62a95-26b,INV0010334,132477,2025-09-04 07:53:42.838248
18dd78c4-664,INV0010335,76378,2025-05-12 07:53:42.838248
48435e18-4af,INV0010336,124562,2025-05-30 07:53:42.838248
6e5812ce-01d,INV0010337,130812,2024-08-28 07:53:42.838248
1d287d7c-01a,INV0010338,18091,2024-08-04 07:53:42.838248
d430a072-e5c,INV0010339,41773,2025-10-10 07:53:42.838248
a5ac0d65-2e7,INV0010340,126704,2025-08-23 07:53:42.838248
4e137ef1-f30,INV0010341,85260,2025-05-31 07:53:42.838248
d17e178e-83b,INV0010342,147804,2026-06-20 07:53:42.838248
2144a577-2bf,INV0010343,119100,2025-12-29 07:53:42.838248
09138ab1-008,INV0010344,110097,2025-06-13 07:53:42.838248
6d411fdb-48b,INV0010345,122394,2026-04-01 07:53:42.838248
e606b6f7-407,INV0010346,123001,2025-06-28 07:53:42.838248
1a4e77c8-d34,INV0010347,28337,2025-10-10 07:53:42.838248
a34409b1-06a,INV0010348,57771,2025-09-08 07:53:42.838248
dc78f3a5-1e2,INV0010349,96110,2025-10-19 07:53:42.838248
ffa62911-3cd,INV0010350,13853,2025-05-04 07:53:42.838248
543c5042-33a,INV0010351,91671,2024-09-21 07:53:42.838248
5d580bbc-a61,INV0010352,11043,2025-09-22 07:53:42.838248
90de35b8-6e4,INV0010353,69032,2025-07-22 07:53:42.838248
227c0016-c12,INV0010354,87505,2026-07-05 07:53:42.838248
49b6b853-411,INV0010355,62826,2025-11-24 07:53:42.838248
0b04f5a9-74c,INV0010356,57213,2024-09-27 07:53:42.838248
ac61213b-2e1,INV0010357,106219,2025-05-14 07:53:42.838248
074d32cb-f7a,INV0010358,116837,2026-04-25 07:53:42.838248
b93dac78-3cd,INV0010359,53882,2025-11-12 07:53:42.838248
bd5a8771-96c,INV0010360,120704,2024-11-08 07:53:42.838248
d8ce5e20-295,INV0010361,33812,2026-05-06 07:53:42.838248
257dd8fe-102,INV0010362,98872,2024-12-01 07:53:42.838248
